"","bmcat","efscience_identity","efSCIENCE_SELF_EFFICACY","efscicareer","ApproxAge","Female","LGBTQ","ANATENGSP","notfincon","PELL","ASIAN","BLACK","HISPANIC","OTHER","HBCU","MSI","intact1","intact7","affact2","insopn10","insopn19","insopn21","insopn14","cmp08","affact9","insopn92","degree"
"1395","Pushout",59.5,44.47,4,18,1,0,2,0,0,1,0,0,0,0,1,"2","1","3","2",NA,2,3,4,"1",NA,5
"1396","Never",56.82,44.62,4,18,1,0,1,0,1,1,0,0,0,0,1,"2","1","2","3",2,3,3,5,NA,3,7
"1397","Never",50.67,48.95,4,18,1,0,2,0,0,1,0,0,0,0,1,"1","1","2","3",2,3,3,4,NA,NA,8
"1398","Pushout",50.68,44.62,3,20,0,0,2,0,1,1,0,0,0,0,1,"2","1","1","3",3,3,3,5,"1",3,5
"1399","Never",70.79,55.65,4,19,1,0,2,0,1,0,0,0,0,0,1,"1","5","1","3",2,3,2,5,"2",3,5
"1400","Pushout",NA,NA,NA,18,1,0,2,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"1401","Never",58.72,54.83,4,18,1,0,2,0,0,1,0,0,0,0,1,"2","1","1","4",2,3,3,6,NA,3,5
"1402","Never",NA,NA,4,18,0,0,2,1,0,1,0,0,0,0,1,"1","1","1",NA,NA,NA,NA,5,"1",NA,7
"1403","Pushout",56.31,42.8,5,18,0,0,1,0,0,0,0,0,0,0,1,"2","4","3","3",1,1,2,4,"3",2,5
"1404","Never",NA,NA,NA,18,0,0,2,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"1405","Pushout",NA,NA,NA,19,1,0,1,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1406","Never",52.52,54.08,5,18,0,0,2,0,1,1,0,0,0,0,1,"2","1","1","4",2,3,3,6,"1",3,4
"1407","Pushout",38.46,23.38,1,18,1,0,2,0,1,0,0,1,0,0,1,"3","2","3","2",3,2,3,5,NA,2,5
"1408","Pushout",48.12,44.62,3,18,1,1,2,0,0,0,0,0,0,0,1,"1","5","3","1",2,3,3,3,NA,NA,4
"1409","Pushout",NA,NA,NA,18,1,0,2,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1410","Never",48.6,44.62,4,18,1,0,2,1,0,0,0,0,0,0,1,"2","3","2","4",4,3,3,5,"1",3,5
"1411","Never",NA,NA,NA,18,1,0,1,1,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1412","Persistence",NA,NA,1,18,1,0,2,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"1413","Never",NA,NA,NA,18,0,0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1414","Pushout",46.11,46.62,4,18,0,1,2,0,1,1,0,0,0,0,1,"3","1","1","3",3,NA,4,5,"1",3,6
"1415","Persistence",55.16,40.87,4,18,0,0,2,0,1,1,0,0,0,0,1,"2","1","2","3",3,2,2,5,NA,2,4
"1416","Pushout",52.51,40.87,3,18,1,0,2,0,1,1,0,0,0,0,1,"2","2","3",NA,NA,3,3,6,"3",3,5
"1417","Pushout",52.52,44.62,2,18,1,0,2,1,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1418","Never",64.04,55.65,4,18,0,0,2,0,1,1,0,0,0,0,1,"4","5","2","1",3,4,3,6,"2",3,7
"1419","Never",56.61,47.24,4,19,0,0,2,0,0,0,0,0,1,0,1,"3","5","1","4",3,3,NA,5,"1",3,5
"1420","Pushout",47.75,38.31,2,18,0,0,2,0,1,0,0,0,1,0,1,"3","2","2","3",3,2,2,5,"1",2,5
"1421","Persistence",62.59,50.71,4,18,0,0,2,0,1,0,0,1,0,0,1,"1","3","3","1",4,1,4,4,NA,1,5
"1422","Never",59.5,55.65,5,18,0,0,2,0,0,1,0,0,0,0,1,"2",NA,"1","2",NA,NA,NA,4,"3",2,7
"1423","Pushout",NA,NA,1,18,1,0,2,0,1,1,0,0,0,0,1,"2","4","1","3",4,4,4,5,"1",NA,5
"1424","Never",NA,NA,NA,18,0,0,1,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"1425","Never",NA,NA,NA,19,0,0,1,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1426","Never",70.79,47.8,4,19,0,0,2,1,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1427","Pushout",49.06,42.95,1,19,1,0,2,0,0,0,0,0,1,0,1,"2",NA,"2","2",3,4,4,4,"1",4,8
"1428","Pushout",47.94,40.51,2,18,1,0,2,1,1,0,0,1,0,0,1,"2","2","2","2",2,NA,3,5,"1",3,5
"1429","Pushout",33.36,40,1,19,1,0,2,0,0,0,0,0,0,0,1,"6","6","3","3",2,2,1,4,"3",2,4
"1430","Never",52.52,48.73,2,18,0,0,2,0,0,1,0,0,0,0,1,"3","5","1","2",3,3,3,5,"1",2,5
"1431","Never",63.3,43.76,5,18,1,0,2,1,0,0,0,1,0,0,1,"2","2","2","2",2,2,3,4,NA,NA,8
"1432","Pushout",50,44.62,4,18,1,0,2,0,1,0,0,1,0,0,1,"3","3","3","2",2,3,3,4,"3",2,5
"1433","Persistence",NA,NA,NA,18,0,0,2,1,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1434","Never",70.79,64.23,5,18,1,0,2,1,0,1,0,0,0,0,1,"1",NA,"2","3",3,3,3,5,"2",3,5
"1435","Pushout",38.46,34.4,2,18,1,1,2,0,1,0,0,0,1,0,1,"1","1","2","1",2,2,2,3,"2",2,5
"1436","Pushout",41.33,47.61,2,19,1,1,2,0,1,0,0,0,1,0,1,"1","1","1","2",1,4,3,6,"2",2,5
"1437","Never",52.52,54.5,4,18,1,0,1,0,1,0,0,1,0,0,1,"1","3","3","2",1,2,2,2,NA,NA,7
"1438","Never",52.52,42.59,3,19,0,0,1,0,1,1,0,0,0,0,1,NA,NA,"2","3",2,3,3,4,NA,3,4
"1439","Pushout",49.45,47.99,1,19,1,0,2,0,0,0,0,0,0,0,1,"2","1","1","4",2,3,2,5,"1",4,5
"1440","Pushout",52.52,36.55,2,18,1,1,2,0,1,1,0,0,0,0,1,"2","1","2","2",2,2,2,4,"1",3,4
"1441","Pushout",55.83,54.66,5,18,1,0,2,0,0,0,0,1,0,0,1,"2","4","3",NA,1,2,2,5,"2",3,5
"1442","Never",NA,60.32,4,18,0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"1443","Never",NA,41.63,2,18,1,0,2,0,1,0,0,1,0,0,1,NA,NA,"1","2",4,1,1,3,"1",2,7
"1444","Never",59.5,44.62,5,18,1,0,2,0,0,0,0,0,0,0,1,"2","2","2","2",2,2,2,2,"2",2,5
"1445","Pushout",38.46,40.37,2,20,1,0,1,0,0,1,0,0,0,0,1,"2","3","1","3",4,3,4,5,"2",3,4
"1446","Pushout",NA,NA,NA,18,1,1,2,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"1447","Pushout",53.84,54.83,3,18,1,0,2,1,0,0,0,0,1,0,1,"2",NA,"3","3",3,3,3,4,"2",3,5
"1448","Never",52.52,44.26,5,18,0,0,2,1,1,0,0,1,0,0,1,"3","1","1",NA,3,NA,3,4,"3",NA,7
"1449","Pushout",48.42,47.21,1,18,0,0,2,0,0,0,0,0,0,0,1,"1","1","3","2",3,3,2,4,"2",3,5
"1450","To",51.55,47.44,3,18,1,0,2,0,1,0,0,1,0,0,1,"2","2","2","2",3,3,4,4,"1",3,5
"1451","Pushout",50.68,46.83,4,18,1,0,2,0,0,0,0,0,0,0,1,"2","3","3","2",1,3,3,5,"1",3,5
"1452","Pushout",NA,NA,NA,18,1,1,2,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1453","Persistence",NA,NA,NA,17,1,0,1,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1454","Pushout",NA,NA,NA,19,1,0,2,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1455","Never",NA,NA,NA,18,1,0,1,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1456","Never",70.79,61.94,4,97,0,0,2,1,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"1457","Pushout",36.53,19.27,1,18,1,0,2,0,1,0,0,0,0,0,1,"1","1","3","1",1,2,2,4,"1",2,4
"1458","Never",54.43,46.83,5,19,1,0,2,1,0,0,0,1,0,0,1,"2","4","3","2",3,2,2,4,"3",2,5
"1459","Pushout",47.16,32.59,3,18,1,0,1,1,1,0,0,1,0,0,1,"2","1","3",NA,NA,NA,NA,NA,"3",NA,5
"1460","Persistence",36.53,43.49,1,19,1,0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1461","Pushout",NA,31.4,1,19,1,0,2,0,1,1,0,0,0,0,1,"3",NA,"1","3",NA,4,NA,6,"1",3,4
"1462","Never",NA,NA,NA,19,1,1,2,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1463","To",59.5,51.18,5,18,1,0,1,1,0,0,0,1,0,0,1,"2","4","1","3",2,3,NA,5,"1",3,5
"1464","Never",66.29,57.76,5,18,1,0,2,0,1,0,0,0,0,0,1,"2","1","1","3",2,3,3,4,"2",3,7
"1465","To",55.37,29.6,4,19,1,1,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1466","Pushout",48.42,50.8,1,19,1,0,2,0,0,0,0,0,1,0,1,"2","2","2","3",2,3,3,6,"1",3,5
"1467","Pushout",38.46,30.58,1,19,1,0,2,1,0,0,0,1,0,0,1,"2","2","2","3",3,3,3,5,"1",3,5
"1468","Pushout",NA,NA,6,97,0,0,2,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1469","Never",61.67,57.84,5,18,0,0,2,0,0,0,0,0,1,0,1,"1","3","2","3",3,3,3,5,"1",4,5
"1470","Pushout",NA,NA,NA,19,1,0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1471","Never",NA,NA,NA,18,1,0,2,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"1472","Pushout",46.46,41.17,3,97,0,1,2,0,0,0,0,0,1,0,1,"2","1","3","2",3,2,4,2,"1",NA,5
"1473","Pushout",58.78,NA,NA,18,1,0,1,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1474","Pushout",NA,46.29,2,18,1,0,2,0,0,0,0,0,1,0,1,"4","1","3","2",4,3,4,2,"3",3,6
"1475","Never",49.47,19.27,3,18,1,0,1,0,1,1,0,0,0,0,1,"1","4","3","1",3,3,3,4,"1",1,5
"1476","Pushout",NA,NA,NA,18,1,0,2,1,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1477","Persistence",51.64,50.8,2,18,1,0,2,0,0,1,0,0,0,0,1,"2","4","2",NA,NA,3,2,4,"1",NA,5
"1478","Pushout",59.5,52.75,5,18,1,0,2,0,0,0,0,0,1,0,1,"2","1","2","2",2,2,3,4,"3",1,5
"1479","Persistence",49.06,44.62,3,18,1,0,2,1,1,0,0,0,0,0,1,"1","4","1","4",3,4,3,6,"2",4,4
"1480","Pushout",NA,NA,NA,18,1,0,2,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1481","Never",51.01,40.11,3,18,1,0,2,1,0,0,0,0,0,0,1,"2","1","3","2",3,2,2,3,"2",2,5
"1482","Persistence",NA,NA,NA,18,1,1,2,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1483","Never",57.7,54.08,5,18,1,1,2,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"1484","Never",63.52,45.57,4,18,0,0,2,0,1,1,0,0,0,0,1,"2","1","1","4",3,4,NA,6,"3",4,4
"1485","To",50.67,45.65,4,18,1,1,2,0,0,0,0,0,0,0,1,"2","2","3","2",2,3,2,4,"1",3,5
"1486","Never",56.82,42.68,4,18,1,1,2,0,0,1,0,0,0,0,1,"2","1","2","3",1,3,3,5,"1",3,9
"1487","Pushout",50,52.29,6,19,1,0,2,0,0,0,0,0,0,0,1,"1","1","2",NA,NA,NA,NA,4,NA,4,3
"1488","Never",NA,NA,NA,18,1,0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1489","Never",NA,NA,NA,18,1,0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"1490","Pushout",49.21,51.08,3,18,1,0,2,0,0,1,0,0,0,0,1,"2","2","2","3",1,3,3,5,"1",3,5
"1491","Pushout",50.57,53.18,2,18,1,1,2,0,1,0,0,0,0,0,1,"2","1","3","2",3,4,3,3,"1",4,4
"1492","Persistence",NA,NA,NA,18,1,1,2,0,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"1493","Pushout",33.36,55.65,2,18,1,0,2,0,0,0,0,1,0,0,1,"2","1","1","4",3,4,4,5,"2",4,4
"1494","To",56.82,45.6,3,18,0,0,1,0,1,0,0,1,0,0,1,"2","1","3","2",3,2,4,4,"2",3,4
"1495","Pushout",NA,NA,2,18,1,0,2,0,0,0,0,0,1,0,1,"2","3","2","3",3,3,4,5,"1",4,5
"1496","Pushout",NA,NA,NA,18,1,1,2,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"1497","Never",60.05,58.71,5,18,1,0,2,0,0,0,0,0,0,0,1,"2","1","3","3",3,2,2,5,"1",3,7
"1498","Pushout",33.36,45.81,1,18,0,0,1,1,1,1,0,0,0,0,1,"2","2","1","3",NA,NA,3,5,"2",3,4
"1499","Never",NA,NA,NA,18,1,0,2,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1500","Never",51.89,50.8,4,19,1,1,2,0,0,0,0,0,1,0,1,"1","1","1","2",2,3,3,5,"1",3,8
"1501","Persistence",56.82,51.75,4,18,1,1,2,0,0,0,0,0,0,0,1,"1","2","2","2",3,3,3,5,"1",3,4
"1502","Pushout",45.47,33.47,1,18,1,0,2,0,1,0,0,0,0,0,1,"2","1","1","3",4,3,4,5,"3",3,4
"1503","Pushout",51.15,46.37,1,18,1,0,2,0,0,0,0,0,1,0,1,"3","3","2","4",4,3,3,3,"2",4,5
"1504","Pushout",46.92,48.73,1,18,0,0,2,1,1,0,0,0,0,0,1,"2","3","3","2",3,2,2,4,"1",3,5
"1505","Never",61.67,53.77,5,18,0,0,2,0,0,0,0,0,0,0,1,"2","1","3","1",3,2,3,3,"1",2,5
"1506","Pushout",52.52,42.95,2,18,1,0,2,0,1,1,0,0,0,0,1,"2","1","3","2",1,2,2,2,"1",1,4
"1507","Never",59.5,46.78,NA,18,1,0,1,0,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"1508","Never",60.05,56.11,4,18,1,0,2,0,0,0,0,0,1,0,1,"1","1","1","4",3,3,3,3,"1",4,8
"1509","Pushout",NA,NA,NA,19,1,0,1,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1510","Persistence",NA,NA,NA,18,0,0,1,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"1511","Never",50,42.88,4,18,1,0,1,0,1,1,0,0,0,0,1,"1","3","2","1",NA,NA,NA,5,"2",NA,8
"1512","Pushout",67.49,43.77,2,18,1,0,1,1,1,0,0,1,0,0,1,"2","1","2","3",3,4,4,4,NA,2,10
"1513","Never",66.29,65.88,5,18,1,1,2,0,1,1,0,0,0,0,1,"2","1","1","4",1,4,4,6,"2",1,4
"1514","Persistence",70.79,60.55,5,18,0,0,2,1,0,1,0,0,0,0,1,"1","4","3","2",2,2,2,1,NA,NA,8
"1515","Pushout",70.79,54.66,4,18,0,0,2,0,0,1,0,0,0,0,1,"2","1","1","4",2,3,2,6,"2",4,4
"1516","Never",51.27,54.58,3,18,1,0,1,0,0,0,0,1,0,0,1,"3","1","1","3",3,3,2,5,"1",4,8
"1517","Never",66.29,55.88,5,18,1,1,2,1,1,0,0,1,0,0,1,"4","1","1","3",3,4,NA,5,"1",NA,8
"1518","Never",60.95,40.46,4,18,1,0,2,1,1,0,0,0,1,0,1,"3","1","3","3",3,2,3,4,"2",3,5
"1519","Pushout",53.84,58.14,3,18,1,0,1,0,1,0,0,0,0,0,1,"3","1","1","3",1,3,3,5,"1",3,5
"1520","Pushout",53.25,49.05,3,18,1,0,2,1,0,0,0,1,0,0,1,"2","2","2","2",3,3,2,4,"1",3,5
"1521","Never",NA,NA,NA,18,0,0,2,1,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1522","Pushout",51.21,45.81,3,18,1,0,1,0,0,0,0,1,0,0,1,"2",NA,"2",NA,NA,NA,NA,NA,"1",NA,7
"1523","To",50.68,47.24,3,NA,0,0,2,1,1,0,0,0,0,0,1,"2","1","1","3",3,3,2,5,"1",2,5
"1524","Pushout",NA,NA,6,18,0,0,2,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1525","Pushout",48.42,34.4,2,18,0,0,2,0,1,1,0,0,0,0,1,"3","1","1",NA,NA,NA,NA,4,"1",NA,5
"1526","Persistence",59.35,44.62,5,19,1,0,1,0,1,1,0,0,0,0,1,"2","2","1","3",4,3,3,5,"2",3,7
"1527","Pushout",40.04,54.83,1,18,1,0,2,1,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1528","Never",59.5,55.65,4,18,1,0,1,0,1,1,0,0,0,0,1,"2",NA,NA,"3",3,3,3,6,NA,2,9
"1529","Never",NA,NA,NA,18,1,0,2,1,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"1530","Pushout",NA,NA,NA,19,1,1,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1531","Pushout",45.41,NA,NA,18,1,0,2,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1532","Never",59.5,55.65,4,18,1,0,2,0,0,0,0,0,0,0,1,"1","1","2","3",3,3,2,3,NA,3,7
"1533","Never",64.91,55.65,5,18,1,0,2,1,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"1534","Never",56.82,48.83,4,18,1,0,1,0,1,1,0,0,0,0,1,"1","3","1","3",3,3,3,5,"1",3,6
"1535","Never",57.22,39.56,4,18,1,0,2,0,1,1,0,0,0,0,1,"2","4","1","3",3,3,2,5,"1",3,7
"1536","To",50.68,37.05,3,18,1,0,1,0,0,0,0,1,0,0,1,"2","2","2","3",3,3,2,5,"1",3,6
"1537","Never",51.25,33.73,2,18,1,0,2,0,1,1,0,0,0,0,1,"2","1","2","3",1,3,4,5,"1",3,5
"1538","Pushout",NA,NA,NA,19,1,0,2,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1539","Persistence",NA,NA,NA,18,1,1,2,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1540","Persistence",NA,NA,NA,18,1,0,2,1,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1541","Persistence",NA,NA,NA,18,1,0,2,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1542","Persistence",NA,NA,NA,18,1,0,2,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"1543","Persistence",NA,NA,NA,18,0,1,2,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1544","Persistence",NA,NA,NA,18,0,0,1,1,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1545","Pushout",NA,NA,NA,18,1,0,2,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1546","Persistence",NA,NA,NA,18,1,0,2,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1547","Persistence",NA,NA,NA,18,1,0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1548","Persistence",NA,NA,NA,18,0,0,2,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1549","Persistence",NA,NA,NA,19,1,0,2,0,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1550","Persistence",NA,NA,NA,18,1,0,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1551","Never",49.18,35.52,3,19,1,0,2,0,0,0,0,0,1,0,1,"2","3","2","3",3,3,3,6,"2",2,5
"1552","Persistence",NA,NA,NA,18,1,1,2,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1553","Persistence",NA,NA,NA,19,1,0,1,1,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1554","Persistence",NA,NA,NA,18,0,0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1555","Pushout",NA,NA,NA,19,1,0,2,1,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1556","Persistence",NA,NA,NA,24,1,0,2,1,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1557","Persistence",NA,NA,NA,19,1,0,2,1,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1558","Persistence",NA,NA,NA,18,1,0,2,1,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1559","Persistence",NA,NA,NA,19,1,0,2,1,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1560","Persistence",NA,NA,NA,18,0,0,2,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1561","Persistence",NA,NA,NA,19,1,0,1,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1562","Pushout",NA,NA,NA,19,1,0,2,1,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1563","Persistence",53.84,43.97,3,19,0,0,2,0,1,1,0,0,0,0,1,"2","3","1","2",2,3,3,3,"2",4,5
"1564","Persistence",NA,NA,NA,18,1,0,1,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1565","Persistence",NA,NA,NA,18,1,0,2,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1566","Pushout",NA,NA,NA,18,1,1,1,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1567","Persistence",NA,NA,NA,18,0,0,2,1,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1568","Persistence",NA,NA,NA,18,1,0,2,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1569","Persistence",NA,NA,NA,18,1,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1570","Persistence",NA,NA,NA,18,1,0,1,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1571","Persistence",NA,NA,NA,18,1,0,1,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1572","Pushout",NA,NA,NA,18,1,0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1573","Persistence",NA,NA,NA,18,1,0,2,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1574","Persistence",NA,NA,NA,18,0,0,2,0,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1575","Persistence",NA,NA,NA,19,1,0,2,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"1576","Persistence",NA,NA,NA,18,1,0,2,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1577","Pushout",NA,NA,NA,18,1,0,2,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1578","Persistence",NA,NA,NA,18,0,0,2,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1579","Persistence",NA,NA,NA,19,1,0,2,1,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1580","Persistence",NA,NA,NA,18,1,0,2,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1581","Never",53.25,48.78,3,19,1,0,2,0,1,0,0,0,0,0,1,"2","1","2","3",2,2,2,5,"2",3,6
"1582","Persistence",NA,NA,NA,18,0,0,2,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1583","Persistence",NA,NA,NA,18,1,0,2,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1584","Persistence",NA,NA,NA,18,1,0,2,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1585","Persistence",NA,NA,NA,18,0,0,2,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1586","Persistence",NA,NA,NA,18,1,0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1587","Persistence",NA,NA,NA,19,1,0,2,1,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1588","Persistence",NA,NA,NA,18,1,0,1,1,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"1589","Pushout",NA,NA,NA,19,0,0,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"1590","Persistence",NA,NA,NA,18,0,0,2,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1591","Persistence",NA,NA,NA,18,1,0,2,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
