"","bmcat","efscience_identity","efSCIENCE_SELF_EFFICACY","efscicareer","ApproxAge","Female","LGBTQ","ANATENGSP","notfincon","PELL","ASIAN","BLACK","HISPANIC","OTHER","HBCU","MSI","intact1","intact7","affact2","insopn10","insopn19","insopn21","insopn14","cmp08","affact9","insopn92","degree"
"5865","Never",58.73,54.87,5,18,0,1,2,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"5866","Pushout",NA,NA,1,18,0,1,2,1,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"5867","Never",52.52,35.09,4,18,1,0,2,0,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"5868","Pushout",54.89,46.84,1,18,1,0,2,1,1,0,0,0,1,0,1,"3","4","2","2",3,2,NA,NA,"2",2,4
"5869","Persistence",59.5,55.9,5,18,1,0,2,0,1,0,0,0,1,0,1,"2","1",NA,NA,NA,NA,NA,NA,NA,NA,9
"5870","Pushout",54.44,50.68,2,18,0,1,2,0,1,0,0,1,0,0,1,"3","3","2","3",2,3,2,4,"2",2,5
"5871","Pushout",59.65,70.93,5,18,0,0,2,0,0,0,0,1,0,0,1,"2","6","1","4",4,4,3,5,"1",3,9
"5872","Persistence",52.91,56.21,4,18,1,1,2,1,1,0,0,0,1,0,1,"2","1","2","3",3,4,3,5,"3",3,9
"5873","Pushout",47.16,50.55,2,19,0,0,2,0,0,0,0,0,1,0,1,"3","3","2","3",NA,3,3,5,"1",3,5
"5874","Pushout",50.68,47.21,2,18,1,1,2,0,1,0,0,0,1,0,1,"3","3","2","3",3,3,2,4,"1",4,4
"5875","Never",59.55,68.11,5,18,1,0,2,1,1,0,1,0,0,0,1,"2","4","3","2",3,2,4,4,"2",2,9
"5876","Never",59.5,61.21,5,18,1,1,2,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"5877","Never",47.79,40.79,4,18,0,0,2,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"5878","Persistence",NA,NA,NA,19,1,1,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"5879","Pushout",48.03,29.3,3,18,1,0,2,1,1,0,0,0,0,0,1,NA,"3","2","3",2,3,NA,5,"1",NA,4
"5880","Never",70.79,56.45,1,18,1,0,2,0,1,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"5881","Never",38.46,35.34,1,18,1,1,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"5882","Pushout",47.75,32.8,2,18,1,0,2,0,1,1,0,0,0,0,1,"1","5","2","3",2,2,3,3,"2",3,6
"5883","Never",52.38,38.27,4,22,1,0,2,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"5884","Pushout",47.16,30.87,2,18,1,0,2,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"5885","Never",59.59,57.47,5,18,1,0,2,0,0,1,0,0,0,0,1,"2","1","1","1",1,1,1,6,"2",1,5
"5886","Never",54.43,44.62,3,18,1,0,2,0,0,1,0,0,0,0,1,"2","1","2","2",2,NA,3,5,"1",2,8
"5887","Never",59.5,55.65,5,18,1,0,2,0,0,1,0,0,0,0,1,"2","1","2","2",1,1,1,3,"1",2,5
"5888","Pushout",NA,NA,1,18,1,0,2,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"5889","Pushout",38.46,39.11,1,19,1,0,2,1,1,1,0,0,0,0,1,"1","1","3","2",2,3,2,4,"3",2,5
"5890","Pushout",46.79,34.75,1,18,1,0,1,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"5891","Persistence",61.67,63.61,5,19,1,0,1,0,0,1,0,0,0,0,1,"2","2","2","1",3,2,3,4,"2",4,7
"5892","Never",55.83,38.47,4,18,1,0,2,1,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"5893","Never",53.25,49.93,4,18,0,0,2,0,1,0,0,1,0,0,1,"2","5","2","3",3,3,4,4,"1",3,9
"5894","Pushout",46.81,27.5,4,18,1,0,2,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"5895","Pushout",48.6,48.42,2,99,0,1,2,0,0,0,0,0,1,0,1,"1","1","3","2",3,3,3,4,"1",3,5
"5896","Never",56.82,40.8,4,NA,1,0,2,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"5897","Never",61.84,52.81,5,18,1,0,2,0,1,0,0,0,1,0,1,"5","6","2",NA,NA,NA,NA,NA,"1",NA,7
"5898","Never",47.79,29.83,4,18,1,0,2,0,1,1,0,0,0,0,1,"2","1","3",NA,NA,NA,NA,4,"1",1,5
"5899","Pushout",46.81,35.95,2,18,0,0,2,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"5900","Pushout",36.53,29.94,1,19,1,0,2,0,0,0,0,0,1,0,1,"2","1","2","3",3,3,3,4,"1",3,4
"5901","Pushout",53.25,44.58,5,19,1,0,2,0,1,0,0,1,0,0,1,"3","1","3","1",NA,3,3,4,"1",2,10
"5902","Persistence",50.68,34.67,4,18,1,0,2,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"5903","Never",60.39,56.52,4,18,1,0,2,1,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"5904","Pushout",57.91,33.47,3,18,1,1,2,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"5905","Never",50.68,44.69,3,NA,0,0,NA,0,0,1,0,0,0,0,1,"1","1","3","1",1,2,2,1,"1",1,4
"5906","To",56.82,52.11,5,NA,0,0,NA,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5907","Never",NA,NA,2,19,1,1,2,0,1,0,0,0,0,0,1,"2","1","2","2",2,3,2,4,"1",3,5
"5908","Never",43.04,41.07,3,NA,0,0,2,0,1,0,0,1,0,0,1,"2","6","2",NA,3,4,4,6,"1",NA,5
"5909","Pushout",40.04,44.62,1,NA,1,0,NA,0,0,0,0,0,0,0,1,NA,NA,"3","3",3,3,2,3,"1",3,NA
"5910","Pushout",NA,NA,3,NA,0,0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5911","Pushout",62.59,52.75,4,NA,1,0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5912","Pushout",49.45,43.17,1,NA,1,0,NA,1,1,0,0,1,0,0,1,"2","1","3","3",1,2,2,4,"3",NA,4
"5913","To",45.4,44.62,4,NA,0,0,NA,0,0,0,0,0,1,0,1,"2","2","1","1",1,3,3,4,"2",4,8
"5914","Pushout",50,46.24,2,NA,1,0,NA,0,0,0,0,0,0,0,1,"2","1","2","3",3,3,3,5,"1",2,NA
"5915","To",68.09,70.93,3,NA,0,0,NA,0,0,0,0,0,0,0,1,"3","4","1","1",NA,4,1,4,"1",2,NA
"5916","Pushout",NA,NA,1,NA,0,0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5917","Never",46.15,39.56,3,NA,0,0,2,0,1,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"5918","To",46.92,36,3,NA,1,0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5919","Pushout",49.06,47.77,1,NA,0,0,NA,0,0,0,0,0,0,0,1,"1","1","1","3",3,3,4,4,"1",3,4
"5920","Pushout",46.68,50.03,1,NA,1,0,2,1,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"5921","Pushout",48.19,19.27,3,NA,1,0,NA,0,0,0,0,0,0,0,1,"2","2","3","1",3,2,3,4,"1",2,NA
"5922","Pushout",44.04,55.1,1,NA,1,1,NA,0,0,0,0,0,0,0,1,"1","1","1","3",2,3,3,5,"2",2,NA
"5923","Persistence",49.06,30.69,3,NA,1,1,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5924","Pushout",47.75,37.96,2,NA,1,0,NA,0,0,0,0,1,0,0,1,"2","1","3","2",3,3,3,5,"3",3,NA
"5925","Persistence",NA,NA,4,NA,0,0,2,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"5926","Persistence",53.03,36.03,4,NA,0,0,1,1,1,0,0,0,1,0,1,"1","1","3","1",3,2,NA,4,"1",3,8
"5927","Pushout",50.68,47.99,3,NA,1,0,NA,0,0,0,0,0,0,0,1,"2","1","3","2",1,3,3,4,"2",3,NA
"5928","Pushout",47.75,34.79,1,NA,1,0,NA,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"5929","Pushout",52.52,44.62,3,NA,0,0,NA,0,0,1,0,0,0,0,1,"3","2","2","2",2,2,2,4,"1",2,NA
"5930","To",52.52,50.8,4,NA,1,0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5931","Never",44.2,29.92,3,NA,1,0,NA,0,0,0,0,1,0,0,1,"1","1","3","1",3,NA,4,1,NA,NA,NA
"5932","To",53.25,49.94,3,NA,0,1,NA,0,0,0,0,0,0,0,1,"2","3","1","3",2,2,2,4,"3",2,NA
"5933","Pushout",53.25,46.24,4,NA,1,0,NA,0,0,0,0,0,0,0,1,"1","1","3","2",3,2,3,3,"2",2,NA
"5934","Pushout",50,55.65,3,NA,0,0,NA,0,0,0,0,0,0,0,1,"2","3","3","1",2,2,1,3,"2",1,NA
"5935","Pushout",38.46,33.47,1,NA,1,0,NA,0,0,0,0,0,0,0,1,"2","1","1","3",2,3,1,4,"1",3,NA
"5936","Never",58.72,58.62,5,NA,1,0,NA,0,0,1,0,0,0,0,1,"3","3","1","3",2,3,3,5,"2",4,7
"5937","Pushout",NA,NA,2,NA,1,0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5938","Pushout",38.46,30.15,2,NA,1,0,NA,0,0,0,0,0,0,0,1,"2","1","2","2",1,2,2,4,"1",2,NA
"5939","Persistence",50.31,46.87,4,18,1,1,1,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"5940","Pushout",36.53,27.74,1,NA,1,1,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5941","Pushout",42.2,32.8,2,NA,1,0,NA,0,0,0,0,0,0,0,1,"1","1","2","3",3,3,3,4,"1",3,NA
"5942","Pushout",48.19,35.59,1,NA,0,0,NA,0,0,0,0,0,0,0,1,"4","4","2","3",2,3,4,4,"1",3,NA
"5943","Pushout",45.61,36.96,2,NA,1,0,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"5944","Never",58.72,52.5,5,NA,0,0,2,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"5945","Pushout",49.45,48.75,3,NA,1,0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5946","Persistence",53.25,52.86,4,NA,1,0,2,0,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"5947","Never",62.59,70.93,5,NA,1,0,2,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"5948","Pushout",47.75,35.45,3,NA,1,0,NA,0,0,0,0,0,0,0,1,"3","1","1","3",2,NA,NA,4,"2",NA,NA
"5949","Pushout",57.91,57.32,3,NA,1,1,NA,0,0,0,0,0,0,0,1,"2","1","2","2",2,3,2,4,"1",3,NA
"5950","Pushout",41.15,44.62,2,NA,1,0,2,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"5951","Pushout",55.6,40.87,4,NA,1,0,NA,0,0,0,0,0,0,0,1,"2","2","3","2",3,3,3,3,"1",3,NA
"5952","Pushout",NA,NA,3,NA,1,0,NA,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5953","Never",50.68,37.15,3,NA,1,0,2,0,1,1,0,0,0,0,1,"1","1","2","2",NA,3,1,5,NA,NA,4
"5954","Pushout",NA,NA,NA,NA,1,0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5955","Pushout",39.72,46.34,1,NA,0,0,NA,0,0,0,0,0,0,0,1,"2","1","3","3",2,2,2,5,"3",1,NA
"5956","Pushout",NA,NA,3,NA,1,0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5957","Never",48.6,NA,3,NA,1,0,NA,0,0,0,0,1,0,0,1,"3","2","3","2",3,3,3,5,"1",3,NA
"5958","Never",47.69,23.26,2,NA,1,0,NA,1,1,0,0,1,0,0,1,"1","1","2","1",1,1,1,NA,"3",1,5
"5959","Pushout",46.68,25.82,2,NA,1,0,NA,0,0,0,0,0,0,0,1,"2","2","1","3",3,3,3,5,"1",2,NA
"5960","Never",54.24,45.57,4,NA,1,0,NA,0,0,0,1,0,0,0,1,"4","4","2","2",2,4,3,5,"2",2,NA
"5961","Pushout",44.86,50.02,3,NA,1,0,2,0,1,0,1,0,0,0,1,"2","2","1","3",3,2,3,3,"1",3,8
"5962","Pushout",42.2,39.93,2,NA,1,1,NA,0,0,0,1,0,0,0,1,"1","1","3","1",3,2,3,3,"1",2,5
"5963","Pushout",52.52,40.8,2,NA,1,0,NA,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5964","Pushout",56.82,35.98,4,NA,1,0,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5965","Pushout",55.83,58.8,4,NA,0,0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5966","Pushout",43.04,39.4,2,NA,1,1,NA,0,0,0,0,0,0,0,1,"3","1","1","2",2,1,4,2,"1",2,NA
"5967","Never",59.5,47.66,5,NA,1,0,NA,1,1,0,0,1,0,0,1,"3","3","2","3",3,4,3,6,"1",3,8
"5968","Pushout",36.53,32.67,1,NA,1,0,2,0,0,0,0,0,1,0,1,"1","6","1","3",1,3,2,5,"1",3,4
"5969","Pushout",36.53,33.09,1,NA,1,0,NA,0,0,0,0,0,0,0,1,"2","1","3","1",3,3,3,3,"1",2,NA
"5970","Never",52.52,49.05,4,NA,1,0,NA,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"5971","Persistence",59.5,59.64,3,NA,0,0,NA,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5972","Never",48.6,35.84,3,NA,1,0,NA,0,0,0,0,0,1,0,1,"1","1","2","2",3,2,3,3,NA,2,NA
"5973","To",52.52,36.07,2,NA,1,0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5974","Never",53.25,55.65,3,NA,1,0,2,0,0,0,0,1,0,0,1,"2","2","2","3",1,4,4,6,"1",3,1
"5975","Pushout",44.04,59.12,1,NA,0,0,NA,0,0,0,0,0,0,0,1,"1","1","1",NA,NA,4,NA,6,"1",3,NA
"5976","To",56.13,49.9,4,NA,0,0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5977","Pushout",48.42,42.52,3,NA,0,0,NA,0,1,0,0,1,0,0,1,"2","1","1","2",2,3,3,4,NA,3,1
"5978","To",52.52,46.66,4,NA,1,1,NA,0,1,0,0,0,1,0,1,"2","1","2","2",3,4,4,5,"1",NA,5
"5979","Pushout",39.72,45.94,1,NA,1,0,NA,0,0,0,0,0,0,0,1,"2","1","1","4",1,1,2,3,"3",4,4
"5980","Persistence",NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"5981","Pushout",50.68,41.78,4,NA,1,1,NA,0,0,0,0,0,0,0,1,"3","3","2","2",3,2,3,5,"2",2,NA
"5982","Pushout",47.03,33.47,1,NA,1,0,NA,0,0,0,0,0,1,0,1,"2","2","1","2",3,2,2,4,"2",1,4
"5983","To",57.22,50.71,5,NA,1,0,NA,0,0,0,0,0,0,0,1,"2","5","1","2",3,3,3,5,"1",2,NA
"5984","Pushout",NA,NA,1,NA,1,0,NA,1,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"5985","Pushout",33.36,25.82,1,NA,1,0,NA,0,1,1,0,0,0,0,1,"2","1","2","1",1,1,3,4,"3",1,10
"5986","Pushout",NA,NA,NA,19,1,0,1,1,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"5987","Pushout",44.04,53.52,1,18,0,1,2,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"5988","Pushout",52.52,38.51,2,18,0,0,1,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"5989","Never",59.5,55.65,5,19,1,0,2,0,0,0,0,0,1,0,0,"2","2","2","3",3,3,3,5,"3",3,7
"5990","Persistence",53.25,54.83,3,18,1,0,2,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"5991","Never",50.67,24.74,4,18,1,0,2,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"5992","Never",54.24,50.8,3,18,1,1,2,0,1,0,0,0,0,0,0,"2","1","3","2",3,3,3,5,"2",3,7
"5993","Pushout",43.02,46.8,4,18,1,0,2,1,0,0,0,1,0,0,0,"2","1","2","3",NA,3,NA,3,NA,2,5
"5994","Pushout",46.15,43.9,2,18,1,0,2,1,1,0,0,1,0,0,0,"2","1","2","3",NA,NA,NA,3,"3",3,4
"5995","Persistence",41.15,41.62,2,19,1,1,2,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"5996","Pushout",47.13,40.56,1,18,1,0,2,1,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"5997","Never",33.36,30.66,2,18,1,0,2,0,1,0,0,0,0,0,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,5
"5998","Pushout",44.75,44.16,1,18,1,1,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"5999","Never",53.77,45.71,5,18,1,1,2,0,1,0,0,0,1,0,0,"2","6","1","4",3,4,3,5,"3",2,5
"6000","Pushout",53.25,56.02,4,19,1,1,2,1,0,0,0,0,0,0,0,"2","5","3","2",3,3,3,4,"3",2,5
"6001","Persistence",46.68,41.5,2,19,1,1,2,0,0,0,0,0,1,0,0,"2","1","3","1",1,NA,2,2,"1",2,5
"6002","Pushout",47.75,52.84,1,18,1,1,2,0,0,0,0,0,0,0,0,"2","2","2","3",3,3,3,3,"2",3,5
"6003","To",42.2,43.49,1,19,0,0,2,0,0,0,0,1,0,0,0,"2","1","3","2",1,3,2,5,"1",3,4
"6004","Never",52.07,55.65,3,18,1,0,2,1,0,0,0,0,0,0,0,"2","2","3","2",4,3,4,5,"3",3,9
"6005","Never",46.31,37.19,3,18,0,0,2,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"6006","Never",55.16,48.95,5,18,0,1,2,1,1,0,0,0,1,0,0,"1","1","1","3",2,2,2,5,"2",3,9
"6007","Pushout",50.68,54.52,4,18,0,0,2,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"6008","Pushout",47.69,NA,2,18,1,1,2,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"6009","Never",43.82,41.97,2,18,1,1,2,0,1,0,0,0,1,0,0,"2","1","2","1",4,3,4,4,"2",2,5
"6010","Persistence",49.83,54.61,2,18,1,0,2,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"6011","Pushout",33.36,34.66,1,18,NA,1,2,0,1,0,1,0,0,0,0,"1","1","1","3",3,2,3,5,"1",3,5
"6012","Pushout",47.16,44.62,2,99,0,1,2,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"6013","Pushout",39.72,39.27,1,18,1,1,2,0,0,0,0,0,0,0,0,"2","1","3","3",2,2,2,2,"2",3,5
"6014","Never",64.66,61.64,4,18,1,1,2,1,0,0,0,0,0,0,0,"2","3",NA,NA,NA,NA,NA,NA,NA,NA,5
"6015","Never",50.68,51.62,5,18,1,0,2,0,1,0,0,0,0,0,0,"2","2","2","3",3,3,3,5,"2",3,8
"6016","To",44.75,44.62,3,18,1,1,2,0,0,0,0,0,1,0,0,"2","2","2","3",4,3,4,4,"2",3,6
"6017","Pushout",50.53,45.57,4,18,1,1,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"6018","Persistence",52.52,44.62,4,18,0,0,2,1,1,1,0,0,0,0,0,"2","1","2","3",3,3,3,5,"1",3,4
"6019","To",49.06,47.84,2,19,0,1,2,0,0,0,0,0,0,0,0,"2","1","1","2",1,3,3,4,"1",4,5
"6020","Pushout",43.82,26.33,2,18,1,0,2,0,1,0,0,1,0,0,0,"2","1","2",NA,NA,NA,NA,NA,"3",NA,4
"6021","Pushout",52.91,35.42,3,19,1,0,1,1,1,1,0,0,0,0,0,"1","2","3","1",2,2,1,3,"1",1,5
"6022","Never",52.91,43.55,4,18,1,0,2,0,0,1,0,0,0,0,0,"2","4","3","2",3,NA,3,4,"1",2,5
"6023","Pushout",39.72,34.85,1,19,0,0,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"6024","Never",56.13,51.86,4,18,1,0,2,0,0,0,0,0,0,0,0,"2","3","1","2",3,3,4,3,"1",4,5
"6025","Persistence",66.29,70.93,5,20,1,1,2,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"6026","Never",55.16,51.18,4,18,1,1,2,1,1,0,0,0,0,0,0,"2","4","2","2",3,2,3,4,"1",2,9
"6027","Pushout",NA,NA,1,18,1,1,2,0,0,0,0,0,0,0,0,"1","1","3","4",4,3,3,6,"2",4,4
"6028","Pushout",46.68,41.6,2,18,1,1,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6029","Persistence",NA,NA,NA,18,0,0,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"6030","Never",61.1,45.83,4,19,0,0,2,0,1,0,0,0,0,0,0,"2","1","1",NA,3,3,3,5,"2",3,7
"6031","Never",52.52,44.62,4,18,1,0,1,0,1,1,0,0,0,0,0,"2","1","2","2",3,3,3,5,"1",3,8
"6032","Pushout",48.06,41.17,1,19,1,0,2,1,0,0,0,0,0,0,0,"2","1","2","2",3,2,3,4,"2",3,5
"6033","Pushout",44.75,56.71,3,18,1,0,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6034","Pushout",44.71,30.68,1,18,0,1,2,0,1,0,0,0,1,0,0,"2","5","2","3",1,3,3,5,"3",2,5
"6035","Pushout",36.41,30.68,1,18,1,1,2,0,0,0,0,0,1,0,0,"2","1","2","3",3,3,3,4,"1",4,6
"6036","To",59.5,46.24,4,18,1,0,2,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6037","Pushout",38.46,39.73,1,18,1,0,2,0,1,0,0,0,1,0,0,"3","3","2","2",3,2,3,3,"2",1,5
"6038","Persistence",57.53,51.7,3,19,1,0,1,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6039","Pushout",48.42,35.3,1,19,0,0,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6040","To",51.55,23.38,4,19,1,0,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"6041","Pushout",50.67,57.65,1,18,NA,1,2,0,0,0,0,0,0,0,0,"2","5","3","1",2,2,3,5,"1",2,7
"6042","Never",NA,NA,5,18,1,1,2,0,0,0,0,0,0,0,0,"3","2","2","2",2,3,3,4,"3",2,4
"6043","Never",61.65,45.44,5,18,1,0,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"6044","Pushout",53.77,64.35,4,18,1,1,2,1,0,0,0,0,0,0,0,"2","3","3","1",2,2,3,2,"3",2,5
"6045","Pushout",51.78,35.81,2,19,NA,1,2,0,0,0,0,0,0,0,0,"2","3","2","3",2,2,3,3,"1",3,4
"6046","Pushout",50.48,58.47,1,19,1,0,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6047","Never",53.32,42.93,5,18,0,0,2,0,0,0,0,1,0,0,0,"3","4","3","1",2,2,2,4,"2",3,5
"6048","Never",52.41,35.59,4,19,0,0,2,0,1,0,0,1,0,0,0,"2","1","1","2",4,NA,NA,1,"1",NA,7
"6049","Pushout",NA,NA,3,18,0,1,2,0,0,0,0,0,0,0,0,"2","2","1","2",2,2,3,3,"3",NA,4
"6050","Never",56.82,54.11,4,18,0,1,2,1,1,0,0,0,0,0,0,"1","5","1","3",3,3,3,6,"2",2,5
"6051","Pushout",48.6,33.43,3,19,1,1,2,1,0,0,0,0,0,0,0,"1","1","3","2",3,NA,3,3,"1",2,3
"6052","Pushout",52.52,44.62,3,18,1,1,2,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"6053","Never",47.79,55.65,5,18,1,0,1,1,1,0,0,1,0,0,0,"2","1","2","2",3,NA,NA,4,NA,2,4
"6054","Never",38.46,22.72,1,19,1,0,2,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"6055","Never",58.72,48.16,3,19,0,0,2,0,1,1,0,0,0,0,0,"2","2","2","2",1,1,1,4,"3",3,7
"6056","Never",57.97,49.78,3,18,1,0,2,0,1,0,0,0,0,0,0,"1","3","3","1",2,NA,1,1,"2",NA,7
"6057","Pushout",48.42,37.2,2,18,0,1,2,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6058","Pushout",NA,NA,1,19,1,1,2,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"6059","Persistence",NA,NA,3,19,1,0,2,0,1,0,0,0,1,0,0,"2","2","1","3",3,3,1,6,"3",3,5
